,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
3273,Hindustan Field ...,4.5,(163 Reviews),Private,"Johannesburg,Gauteng + 40 more",501-1k Employees (India),
3274,Kuwait Oil Compa...,4.7,(163 Reviews),Ahmadi + 12 more,89 years old,5k-10k Employees (Global),
3275,SALARPURIA SATTV...,4.1,(163 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",37 years old,1k-5k Employees (India)
3276,Muthoot Homefin ...,3.7,(163 Reviews),Private,"Mumbai,Maharashtra + 59 more",12 years old,201-500 Employees (India)
3277,Tops Security,3.6,(163 Reviews),Private,"Mumbai,Maharashtra + 23 more",53 years old,51-200 Employees (India)
3278,T R Chadha & Co ...,3.7,(163 Reviews),LLP,"Delhi/NCR,Delhi + 11 more",77 years old,51-200 Employees (India)
3279,Elin Appliances,4.2,(163 Reviews),Private,"Ghaziabad,Uttar Pradesh + 9 more",54 years old,51-200 Employees (India)
3280,NTT DATA Busines...,4,(163 Reviews),Hyderabad/Secunderabad + 11 more,,,
3281,Pierian Services,3.7,(163 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",21 years old,501-1k Employees (India)
3282,Netaxis IT Solut...,3.7,(163 Reviews),Private,"Chennai,Tamil Nadu",23 years old,1-10 Employees (India)
3283,Vertex,3.5,(937 Reviews),Private,"King Of Prussia,Pennsylvania + 17 more",34 years old,501-1k Employees (India)
3284,Toshiba,4.1,(619 Reviews),Private,Tokyo + 22 more,148 years old,201-500 Employees (India)
3285,Fiat Chrysler Au...,3.8,(516 Reviews),Public,London + 11 more,9 years old,1k-5k Employees (India)
3286,Mr Cooper,4.3,(273 Reviews),Private,"Dallas,Texas + 2 more",29 years old,501-1k Employees (India)
3287,Samarth LifeScie...,3.2,(162 Reviews),Private,"Mumbai,Maharashtra + 27 more",60 years old,501-1k Employees (India)
3288,Consero Global S...,3.4,(162 Reviews),Private,Austin + 2 more,17 years old,501-1k Employees (India)
3289,Empower Pragati,3.3,(162 Reviews),Private,"Delhi/NCR,New Delhi + 47 more",13 years old,201-500 Employees (India)
3290,Tata Steel Long ...,3.8,(162 Reviews),Public,Keonjhar + 9 more,41 years old,501-1k Employees (India)
3291,NTT Global Netwo...,4.2,(162 Reviews),Public,"Greenwood Village,CO + 17 more",23 years old,501-1k Employees (India)
3292,Mashreq Global S...,3.4,(162 Reviews),Private,Dubai + 5 more,18 years old,1k-5k Employees (India)
3293,Global Hospital ...,3.9,(162 Reviews),Private,"Pune,Maharashtra + 13 more",11 years old,51-200 Employees (India)
3294,CG Foods,3.8,(162 Reviews),Private,Lalitpur + 25 more,39 years old,1k-5k Employees (India)
3295,Abbott Nutrition...,4.1,(162 Reviews),Private,"Chicago,Illinois + 36 more",113 years old,11-50 Employees (India)
3296,Hexagon Capabili...,4.1,(162 Reviews),Stockholm + 3 more,36 years old,1k-5k Employees (India),
3297,LM Wind Power,4,(162 Reviews),Private,Kolding + 5 more,83 years old,51-200 Employees (India)
3298,H&R Block,4.4,(162 Reviews),Private,"Kansas City,Missouri + 5 more",68 years old,501-1k Employees (India)
3299,Baramati Agro,4.1,(162 Reviews),Public,"Pune,Maharashtra + 21 more",35 years old,1k-5k Employees (India)
3300,Wagh Bakri Tea G...,4.2,(162 Reviews),Private,"Ahmedabad,Gujarat + 19 more",108 years old,1k-5k Employees (India)
3301,Sterling Tools,4.1,(162 Reviews),Public,"Faridabad,Haryana + 7 more",44 years old,501-1k Employees (India)
3302,Mayoor School,4.8,(162 Reviews),Private,"Noida,Uttar Pradesh + 5 more",20 years old,51-200 Employees (India)
3303,Sterling Talent ...,4,(162 Reviews),Private,"Bothell,Washington + 1 more",48 years old,1k-5k Employees (India)
3304,Merck Life Scien...,4.2,(162 Reviews),Private,Mumbai + 12 more,355 years old,1k-5k Employees (India)
3305,Grupo Antolin,3.8,(162 Reviews),Private,"Burgos,Burgos + 12 more",73 years old,1k-5k Employees (India)
3306,Securens System,4,(162 Reviews),Private,"Mumbai,Maharashtra + 25 more",11 years old,201-500 Employees (India)
3307,Reliance Cement ...,4.4,(162 Reviews),Private,Kathmandu + 22 more,19 years old,501-1k Employees (India)
3308,GS Lab,4.3,(162 Reviews),Private,Pune + 2 more,20 years old,1k-5k Employees (India)
3309,Western Union,4.3,(161 Reviews),Private,"Denver,Colorado + 14 more",172 years old,501-1k Employees (India)
3310,ZIM Laboratories,3.8,(161 Reviews),Public,"Nagpur,Maharashtra + 6 more",39 years old,1k-5k Employees (India)
3311,Gujarat State Fe...,4.6,(161 Reviews),Private,"Vadodara/Baroda,Gujarat + 19 more",61 years old,1k-5k Employees (India)
3312,Tablets (India),3.9,(161 Reviews),Private,"Chennai,Tamil Nadu + 29 more",85 years old,501-1k Employees (India)
3313,MidasCare Pharma...,3.3,(161 Reviews),Private,"Mumbai,Maharashtra + 26 more",37 years old,201-500 Employees (India)
3314,DSM Infocom,2.4,(161 Reviews),Private,Heerlen + 32 more,19 years old,1k-5k Employees (India)
3315,Uneecops Technol...,4.2,(161 Reviews),Private,"Delhi/NCR,Delhi + 11 more",28 years old,501-1k Employees (India)
3316,Verifacts Servic...,3.9,(161 Reviews),Private,Bengaluru + 6 more,19 years old,51-200 Employees (India)
3317,Corporate Infote...,4.1,(161 Reviews),Private,"Noida,Uttar Pradesh + 20 more",16 years old,1k-5k Employees (India)
3318,Greenpanel Indus...,4.3,(161 Reviews),Public,"Gurgaon/Gurugram,Haryana + 32 more",6 years old,1k-5k Employees (India)
3319,Opporture,4.9,(161 Reviews),201-500 Employees (India),,,
3320,Markelytics Solu...,4.7,(161 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",20 years old,51-200 Employees (India)
3321,AIG,3.9,(161 Reviews),New York + 7 more,14 years old,10k-50k Employees (India),
3322,Citykart Retail,4.1,(161 Reviews),Private,"Delhi,NCT + 42 more",7 years old,201-500 Employees (India)
3323,Billabong High I...,3.9,(161 Reviews),Public,"Noida,Uttar Pradesh + 17 more",14 years old,51-200 Employees (India)
3324,Prolifics Corpor...,3.7,(161 Reviews),Private,"Orlando,Florida + 5 more",45 years old,501-1k Employees (India)
3325,Emirates Flight ...,4.5,(161 Reviews),Public,"Dubai,Dubai + 11 more",41 years old,201-500 Employees (India)
3326,Machino Plastics,4,(161 Reviews),Public,"Gurgaon/Gurugram,Haryana + 6 more",36 years old,201-500 Employees (India)
3327,VERITY GLOBAL SO...,3.3,(161 Reviews),Bengaluru/Bangalore + 8 more,201-500 Employees (India),,
3328,Puzzolana Machin...,3.5,(161 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",59 years old,501-1k Employees (India)
3329,AISATS,3.9,(161 Reviews),Private,Mumbai + 7 more,15 years old,5k-10k Employees (India)
3330,Zee Laboratories,3.2,(161 Reviews),Public,"Delhi/NCR,Delhi + 15 more",30 years old,201-500 Employees (India)
3331,MEDOPHARM,3.4,(161 Reviews),Private,"Chennai,Tamil Nadu + 13 more",53 years old,1k-5k Employees (India)
3332,MSPL,4.2,(161 Reviews),Private,Hosapete + 24 more,62 years old,1k-5k Employees (India)
3333,Al-Futtaim Group,3.8,(612 Reviews),Private,"Dubai,Dubai + 12 more",93 years old,501-1k Employees (India)
3334,Sakra World Hosp...,4.2,(160 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",10 years old,1k-5k Employees (India)
3335,Ford India,4.6,(160 Reviews),Chennai + 14 more,5k-10k Employees (India),,
3336,Garware Technica...,4,(160 Reviews),Private,Pune + 19 more,47 years old,201-500 Employees (India)
3337,Vindhya e-Info M...,3.9,(160 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",17 years old,1k-5k Employees (India)
3338,Veer-O-- Metals,4.1,(160 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",58 years old,51-200 Employees (India)
3339,Mobius Knowledge...,3.7,(160 Reviews),Private,Chennai,21 years old,1k-5k Employees (India)
3340,Bnp Paribas Secu...,3.9,(160 Reviews),Private,Pantin + 5 more,175 years old,10k-50k Employees (India)
3341,Knowledge Splice...,3.4,(160 Reviews),Private,"Houston,Texas + 9 more",12 years old,201-500 Employees (India)
3342,High Street Esse...,4.6,(160 Reviews),Private,"Noida,Uttar Pradesh + 23 more",501-1k Employees (India),
3343,Banswara Syntex,4.1,(160 Reviews),Public,"Banswara,Rajasthan + 7 more",47 years old,10k-50k Employees (India)
3344,SpeedLabs,3.7,(160 Reviews),Private,"Mumbai,Maharashtra + 13 more",8 years old,51-200 Employees (India)
3345,Ivy Hospital,3.7,(160 Reviews),Private,"Mohali,Punjab + 10 more",15 years old,501-1k Employees (India)
3346,Government of Ma...,4.3,(781 Reviews),Mumbai + 40 more,1k-5k Employees (Global),,
3347,Vulcan Express,4.1,(159 Reviews),Private,Gurgaon + 38 more,10 years old,1-10 Employees (India)
3348,MTR Foods,4.2,(159 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 27 more",99 years old,1k-5k Employees (India)
3349,CSIR,4.5,(159 Reviews),Public,"Delhi/NCR,New Delhi + 27 more",78 years old,1 Lakh+ Employees (India)
3350,Aquity Solutions,3.6,(159 Reviews),Cary + 11 more,24 years old,201-500 Employees (India),
3351,Themis Medicare,3.4,(159 Reviews),Public,"Mumbai,Maharashtra + 23 more",54 years old,201-500 Employees (India)
3352,IndustryBuying.c...,3.5,(159 Reviews),Private,"Delhi,NCT + 10 more",10 years old,51-200 Employees (India)
3353,Indian Metals & ...,4.1,(159 Reviews),Public,"Bhubaneswar,Odisha + 14 more",62 years old,1k-5k Employees (India)
3354,Policyboss.com,3.6,(159 Reviews),Private,"Mumbai,Maharashtra + 21 more",20 years old,1k-5k Employees (India)
3355,Sanoh,4.3,(159 Reviews),Tokyo + 13 more,84 years old,201-500 Employees (India),
3356,NatWest Markets,4.1,(159 Reviews),Private,Edinburgh + 5 more,7 years old,10k-50k Employees (India)
3357,Espire Infolabs,3.4,(159 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",22 years old,501-1k Employees (India)
3358,Shaily Engineeri...,3.8,(159 Reviews),Public,"Vadodara/Baroda,Gujarat + 4 more",43 years old,501-1k Employees (India)
3359,Sel Manufacturin...,3.6,(159 Reviews),Public,"Ludhiana,Punjab + 10 more",54 years old,1k-5k Employees (India)
3360,In Time Tec Visi...,4.2,(159 Reviews),Private,"Meridian,ID + 2 more",14 years old,501-1k Employees (India)
3361,Dee Piping Syste...,4.2,(159 Reviews),Private,"Palwal,Haryana + 4 more",40 years old,1k-5k Employees (India)
3362,Calsonic Kansei ...,4.1,(159 Reviews),Private,Noida + 6 more,48 years old,51-200 Employees (India)
3363,Kalkine,4,(159 Reviews),Private,Sydney + 1 more,9 years old,51-200 Employees (India)
3364,TÜV Rheinland,3.8,(159 Reviews),Private,Cologne + 31 more,151 years old,501-1k Employees (India)
3365,Zuari Agro Chemi...,4.1,(159 Reviews),Public,"Gurgaon/Gurugram,Haryana + 37 more",56 years old,501-1k Employees (India)
3366,Kangaro Industri...,3.9,(159 Reviews),Private,"Ludhiana,Punjab + 14 more",29 years old,501-1k Employees (India)
3367,Cactus Communica...,3.7,(159 Reviews),Private,"Mumbai,Maharashtra + 9 more",21 years old,1k-5k Employees (India)
3368,Cameo Corporate ...,3.5,(159 Reviews),Private,"Chennai,Tamil Nadu + 12 more",38 years old,1k-5k Employees (India)
3369,Brinton Pharmace...,4,(158 Reviews),"Pune,Maharashtra + 22 more",9 years old,201-500 Employees (India),
3370,ABIS Exports,4,(158 Reviews),Private,Rajnandgaon + 36 more,38 years old,1k-5k Employees (India)
3371,Molecular Connec...,3.4,(158 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",22 years old,1k-5k Employees (India)
3372,Sungard Availabi...,4.2,(158 Reviews),Private,"Jacksonville,Florida",55 years old,51-200 Employees (India)
3373,Van Heusen,4.2,(158 Reviews),Private,New York + 50 more,102 years old,1 Lakh+ Employees (India)
3374,Trelleborg,4.1,(158 Reviews),Private,"Trelleborg,Baden-Württemberg + 4 more",71 years old,51-200 Employees (India)
3375,Millennium Engin...,4.1,(158 Reviews),Private,Pune + 9 more,24 years old,11-50 Employees (India)
3376,Sentiss Pharma,4.1,(158 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",33 years old,501-1k Employees (India)
3377,Sanjeev Auto Par...,4.3,(158 Reviews),Private,"Aurangabad,Maharashtra",35 years old,201-500 Employees (India)
3378,Ordnance Factory,4.4,(158 Reviews),Other,Kolkata + 21 more,248 years old,50k-1 Lakh Employees (Global)
3379,Helloverify,3.5,(158 Reviews),"Noida,Uttar Pradesh + 2 more",11 years old,201-500 Employees (India),
3380,Rajiv Gandhi Can...,3.9,(158 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 1 more",27 years old,1k-5k Employees (India)
3381,SkillVertex,3.3,(158 Reviews),"Bangalore,Karnataka + 3 more",2 years old,201-500 Employees (India),
3382,Mas Callnet,3.2,(158 Reviews),Private,"Noida,Uttar Pradesh + 9 more",33 years old,51-200 Employees (India)
3383,ISMT,3.6,(158 Reviews),Public,"Pune,Maharashtra + 2 more",46 years old,1k-5k Employees (India)
3384,Polyplex,4.4,(158 Reviews),Public,"Noida,Uttar Pradesh + 9 more",39 years old,1k-5k Employees (India)
3385,Pmkvy,3.9,(158 Reviews),Public,"Delhi/NCR,Delhi + 68 more",8 years old,1-10 Employees (India)
3386,Appcino Technolo...,4.1,(158 Reviews),Private,"Jaipur,Rajasthan + 18 more",10 years old,201-500 Employees (India)
3387,Nexval Infotech,3.5,(158 Reviews),Private,"Kolkata,West Bengal + 2 more",14 years old,501-1k Employees (India)
3388,Essar Power,4.3,(158 Reviews),Public,"Mumbai,Maharashtra + 14 more",26 years old,5k-10k Employees (India)
3389,Helloverify,3.5,(158 Reviews),"Noida,Uttar Pradesh + 2 more",11 years old,201-500 Employees (India),
3390,SkillVertex,3.3,(158 Reviews),"Bangalore,Karnataka + 3 more",2 years old,201-500 Employees (India),
3391,OodlesTechnologi...,3,(158 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",14 years old,501-1k Employees (India)
3392,Incred Finance,4.1,(159 Reviews),Private,"Mumbai,Maharashtra + 18 more",7 years old,501-1k Employees (India)
3393,Synopsys,4.2,(158 Reviews),Public,"Mountain View,California + 8 more",37 years old,1k-5k Employees (India)
3394,Sundaram Motors,3.9,(157 Reviews),Private,"Chennai,Tamil Nadu + 23 more",25 years old,51-200 Employees (India)
3395,Shopclues,4.1,(157 Reviews),Private,"Gurgaon,Haryana + 5 more",12 years old,501-1k Employees (India)
3396,Fluentgrid,4,(157 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 23 more",25 years old,501-1k Employees (India)
3397,Spacewood,3.5,(157 Reviews),Private,"Nagpur,Maharashtra + 17 more",29 years old,201-500 Employees (India)
3398,Padmini VNA Mech...,4,(157 Reviews),Private,"Gurgaon/Gurugram,Haryana",32 years old,501-1k Employees (India)
3399,Systems Plus Tra...,4.5,(157 Reviews),Private,Mumbai + 1 more,201-500 Employees (India),
3400,Namaste India Fo...,4.1,(157 Reviews),"Kanpur,Uttar Pradesh + 19 more",9 years old,11-50 Employees (India),
3401,TAJSATS AIR CATE...,3.9,(157 Reviews),Public,"Mumbai,Maharashtra + 9 more",47 years old,51-200 Employees (India)
3402,HomeShop18,3.9,(157 Reviews),Private,"Noida,Uttar Pradesh + 11 more",15 years old,501-1k Employees (India)
3403,Synergies Castin...,3.9,(157 Reviews),Public,"Visakhapatnam/Vizag,Andhra Pradesh + 2 more",24 years old,51-200 Employees (India)
3404,Micromatic Machi...,4.5,(157 Reviews),Public,Bengaluru + 25 more,50 years old,501-1k Employees (India)
3405,Atibir Industrie...,3.5,(157 Reviews),Private,"Giridih,Jharkhand + 8 more",23 years old,501-1k Employees (India)
3406,Gufic Bioscience...,3.6,(157 Reviews),Public,"Mumbai,Maharashtra + 23 more",53 years old,501-1k Employees (India)
3407,FUJIFILM,3.6,(157 Reviews),Private,Tokyo + 20 more,15 years old,501-1k Employees (India)
3408,Trackon Courier,3.5,(157 Reviews),Private,"Delhi/NCR,Delhi + 41 more",21 years old,51-200 Employees (India)
3409,Solitaire World,4.1,(157 Reviews),Private,Pune + 2 more,37 years old,201-500 Employees (India)
3410,Creative Hands H...,3.7,(157 Reviews),Private,Chennai + 33 more,11 years old,51-200 Employees (Global)
3411,Radheya Machinin...,3.5,(157 Reviews),Pune + 9 more,23 years old,51-200 Employees (India),
3412,BharatPe,3.8,(157 Reviews),Private,"Bangalore,Karnataka + 43 more",5 years old,201-500 Employees (India)
3413,Google Operation...,3.2,(157 Reviews),Hyderabad/Secunderabad + 10 more,1k-5k Employees (India),,
3414,Indus Net Techno...,3.7,(157 Reviews),Private,"Kolkata,West Bengal + 1 more",26 years old,501-1k Employees (India)
3415,Festo,4,(156 Reviews),Private,"Ludhiana,Punjab + 11 more",37 years old,501-1k Employees (India)
3416,IKF Finance,3.9,(156 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 48 more",32 years old,1k-5k Employees (India)
3417,Sales India,3.9,(156 Reviews),Private,Ahmedabad + 50 more,52 years old,501-1k Employees (India)
3418,Data-Core System...,3.5,(156 Reviews),Private,Bristol + 6 more,35 years old,201-500 Employees (India)
3419,CapeStart,4.7,(156 Reviews),"Cambridge,MA + 1 more",9 years old,201-500 Employees (India),
3420,Motilal Oswal,3.9,(156 Reviews),Public,Mumbai + 60 more,36 years old,5k-10k Employees (India)
3421,Sri Gopikrishna ...,4,(156 Reviews),"Hyderabad/Secunderabad,Telangana + 22 more",16 years old,51-200 Employees (India),
3422,Microsense,3.5,(156 Reviews),"Collegeville,Pennsylvania + 23 more",41 years old,201-500 Employees (India),
3423,Onicra Credit Ra...,3.3,(156 Reviews),Public,"Delhi/NCR,New Delhi + 31 more",30 years old,501-1k Employees (India)
3424,Flash Viven Mach...,3.9,(156 Reviews),Private,New Delhi,10 years old,1k-5k Employees (India)
3425,Yakult Danone In...,4,(156 Reviews),New Delhi + 15 more,18 years old,201-500 Employees (India),
3426,Apollo Gleneagle...,4,(156 Reviews),Private,"Kolkata,West Bengal",20 years old,501-1k Employees (India)
3427,MEP Infrastruct...,3.5,(156 Reviews),Public,"Mumbai,Maharashtra + 16 more",21 years old,1k-5k Employees (India)
3428,Cipla Health,4.3,(156 Reviews),Public,Mumbai + 40 more,10 years old,501-1k Employees (India)
3429,Acme Generics LL...,3.6,(156 Reviews),LLP,"Baddi,Himachal Pradesh + 11 more",18 years old,51-200 Employees (India)
3430,Metrochem Api,3.5,(156 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",19 years old,201-500 Employees (India)
3431,Festo,4,(156 Reviews),Private,"Ludhiana,Punjab + 11 more",37 years old,501-1k Employees (India)
3432,Toyota Tsusho,4.3,(1.6k Reviews),Public,"Nagoya,Aichi + 15 more",24 years old,501-1k Employees (India)
3433,SLK Global Solut...,4.2,(155 Reviews),Bengaluru/Bangalore + 5 more,,,
3434,Muthoot Capital ...,3.6,(155 Reviews),Public,"Kochi/Cochin,Kerala + 51 more",29 years old,1k-5k Employees (India)
3435,Silverskills,3.6,(155 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",22 years old,201-500 Employees (India)
3436,Aris Global Soft...,3.6,(155 Reviews),Private,"Miami,Florida + 1 more",36 years old,1k-5k Employees (India)
3437,Atyati Technolog...,4.3,(155 Reviews),Private,"Bangalore,Karnataka + 31 more",17 years old,501-1k Employees (India)
3438,AQM Technologies,3.3,(155 Reviews),Private,"Mumbai,Maharashtra + 6 more",23 years old,1k-5k Employees (India)
3439,Arjas Steel,4.2,(155 Reviews),"Bengaluru,,Karnataka + 5 more",30 years old,51-200 Employees (India),
3440,Carnival Cinemas,3.9,(155 Reviews),"Mumbai,Maharashtra + 49 more",11 years old,201-500 Employees (India),
3441,Zepto,3.9,(155 Reviews),"Mumbai,Maharashtra + 15 more",2 years old,501-1k Employees (India),
